title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
Sequences in the myosin A rod interact with UNC-89/obscurin and the zinc-finger protein UNC-98 during thick filament assembly and M-line formation in C. elegans striated muscle.,"Cytoskeleton (Hoboken, N.J.)",2024,2,,10.1002/cm.21846,38400829.0,,N,"['mband', 'thick_filament']",10.1002/cm.21846,False,False,False,True,True,False,False,False,False,False,False,False,True
Titin-dependent biomechanical feedback tailors sarcomeres to specialized muscle functions in insects.,Science advances,2025,2,,10.1126/sciadv.ads8716,40344069.0,PMC12063666,Y,['titin_general'],10.1126/sciadv.ads8716,False,False,False,False,True,False,False,False,False,False,False,False,False
Thick-Filament-Based Regulation and the Determinants of Force Generation.,Biomedicines,2025,2,,10.3390/biomedicines13030703,40149679.0,PMC11939844,Y,['thick_filament'],10.3390/biomedicines13030703,False,False,False,False,True,False,False,False,False,False,True,False,False
Two Forms of Thick Filament in the Flight Muscle of &lt;i&gt;Drosophila melanogaster&lt;/i&gt;.,International journal of molecular sciences,2024,2,,10.3390/ijms252011313,39457097.0,PMC11509062,Y,['thick_filament'],10.3390/ijms252011313,False,False,False,False,True,False,False,True,False,False,False,False,False
Myocardial fragmentation associated with disruption of the Z-band in hypertrophic cardiomyopathy in Noonan syndrome.,Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology,2016,2,,10.1016/j.carpath.2016.05.001,27216919.0,,N,['zdisc'],10.1016/j.carpath.2016.05.001,False,False,True,False,False,False,False,False,False,True,True,False,False
The N-Terminal Fragment of Urine Titin Is Not a Product of Degradation by Calpain 3.,Muscle & nerve,2025,2,,10.1002/mus.28340,39777416.0,PMC11799402,Y,['titin_general'],10.1002/mus.28340,False,False,False,False,False,False,False,False,False,False,True,False,False
Intermolecular Misfolding Captured in Parallelly Organized Titin.,Journal of the American Chemical Society,2025,2,,10.1021/jacs.4c13008,39893683.0,,N,['titin_general'],10.1021/jacs.4c13008,True,False,False,False,False,False,True,False,False,False,False,False,False
Phosphorylation at Serines 157 and 161 Is Necessary for Preserving Cardiac Expression Level and Functions of Sarcomeric Z-Disc Protein Telethonin.,Frontiers in physiology,2021,2,,10.3389/fphys.2021.732020,34566695.0,PMC8455888,Y,['zdisc'],10.3389/fphys.2021.732020,False,False,True,False,False,False,False,False,False,False,True,True,False
Expression of Smyd1b_tv1 by Alternative Splicing in Cardiac Muscle is Critical for Sarcomere Organization in Cardiomyocytes and Heart Function.,Molecular and cellular biology,2024,2,,10.1080/10985549.2024.2402660,39320962.0,PMC11583600,N,['sarcomere_architecture'],10.1080/10985549.2024.2402660,False,False,False,True,False,False,False,False,False,False,False,False,True
Exercise training improves cardiovascular fitness in dilated cardiomyopathy caused by truncating titin variants.,Heart (British Cardiac Society),2024,2,,10.1136/heartjnl-2024-323995,39317439.0,,N,['titin_general'],10.1136/heartjnl-2024-323995,False,False,False,False,False,False,False,False,False,True,True,False,False
Nonspecific Amyloid Aggregation of Chicken Smooth-Muscle Titin: In Vitro Investigations.,International journal of molecular sciences,2023,2,,10.3390/ijms24021056,36674570.0,PMC9861715,Y,"['titin_general', 'titin_structure_domain']",10.3390/ijms24021056,True,False,False,False,False,False,False,True,False,False,False,False,True
Urinary Titin on the First Postoperative Day Predicts Long-Term Skeletal Muscle Loss in Patients with Gastroenterological Cancer.,International journal of molecular sciences,2025,2,,10.3390/ijms26052026,40076646.0,PMC11899971,Y,['titin_general'],10.3390/ijms26052026,False,False,False,False,False,False,False,False,False,False,False,False,False
Specific titin and myomesin domains stimulate myoblast proliferation.,Biochemistry and biophysics reports,2017,2,,10.1016/j.bbrep.2016.12.007,28956009.0,PMC5614584,Y,"['mband', 'titin_general']",10.1016/j.bbrep.2016.12.007,False,False,False,True,False,False,False,False,False,False,False,True,False
Taking on the Titin: Muscle imaging as a diagnostic marker of biallelic &lt;i&gt;TTN-&lt;/i&gt;related myopathy.,Journal of neuromuscular diseases,2024,2,,10.1177/22143602241283391,39967429.0,PMC13108000,Y,['titin_general'],10.1177/22143602241283391,False,False,False,False,False,False,False,False,False,False,True,False,False
"Reply to ""Letter to the editor: Titin-actin interaction: the report of its death was an exaggeration"".",American journal of physiology. Cell physiology,2016,2,,10.1152/ajpcell.00365.2015,27074704.0,,N,['titin_general'],10.1152/ajpcell.00365.2015,False,False,False,False,False,False,False,False,False,False,False,False,False
The Ancestor and Evolution of the Giant Muscle Protein Connectin/Titin.,Journal of molecular evolution,2025,2,,10.1007/s00239-025-10247-7,40287879.0,PMC12198301,Y,['titin_general'],10.1007/s00239-025-10247-7,False,False,False,False,False,False,False,False,False,False,False,False,False
Phenotypic spectrum of cardiac conduction disturbance and cardiomyopathy linked to titin canonical splice-site variants.,Cardiovascular research,2025,1,,10.1093/cvr/cvaf135,40757694.0,,N,['titin_general'],10.1093/cvr/cvaf135,False,False,False,False,False,False,False,False,False,True,True,False,True
Phenomenological Muscle Constitutive Model With Actin-Titin Binding for Simulating Active Stretching.,Journal of biomechanical engineering,2025,1,,10.1115/1.4066564,39269663.0,,N,['titin_general'],10.1115/1.4066564,False,False,False,False,False,False,True,False,False,False,False,False,False
Titin: The Missing Link in Cardiac Physiology.,Cardiology in review,2026,1,,10.1097/crd.0000000000000656,38334419.0,PMC12680273,Y,['titin_general'],10.1097/crd.0000000000000656,False,False,False,False,False,False,False,False,False,True,True,False,False
Early Diagnosis of Abnormal Left Ventricular Systolic Functions of Rare Pathogenic Titin Mutation Gene Carriers in FHCM by Three-Dimensional Speckle Tracking Echocardiography Combined with Gene Detection.,International journal of clinical practice,2022,1,,10.1155/2022/3415545,36304977.0,PMC9578807,Y,['titin_general'],10.1155/2022/3415545,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin Cardiomyopathy Associated With Refractory Ventricular Tachycardia: A Case Report.,Cureus,2024,1,,10.7759/cureus.64476,39135814.0,PMC11318959,Y,['titin_general'],10.7759/cureus.64476,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin As the Culprit Behind Dilated Cardiomyopathy: A Case Series of Three Cases and a Comprehensive Literature Review.,Cureus,2024,1,,10.7759/cureus.67489,39310445.0,PMC11416193,Y,['titin_general'],10.7759/cureus.67489,False,False,False,False,False,False,False,False,False,True,True,True,True
MyoMed205 Counteracts Titin Hyperphosphorylation and the Expression of Contraction-Regulating Proteins in a Rat Model of HFpEF.,"Journal of cachexia, sarcopenia and muscle",2025,1,,10.1002/jcsm.13843,40464169.0,PMC12134774,Y,['titin_general'],10.1002/jcsm.13843,False,False,False,False,False,True,False,False,False,True,False,True,False
Association of Titin Polymorphisms with the Progression of Oral Squamous Cell Carcinoma and Its Clinicopathological Characteristics.,International journal of molecular sciences,2024,1,,10.3390/ijms25189878,39337369.0,PMC11432047,Y,['titin_general'],10.3390/ijms25189878,False,False,False,False,False,False,False,False,False,False,False,False,False
Computational exploration of &lt;i&gt;TITIN&lt;/i&gt; variations: insights from whole exome sequencing and molecular dynamics simulation study.,Journal of biomolecular structure & dynamics,2025,1,,10.1080/07391102.2025.2500683,40350748.0,,N,['titin_general'],10.1080/07391102.2025.2500683,False,False,True,True,False,False,False,False,False,True,True,False,False
A Titin Truncating Variant Causing a Dominant Myopathy With Cardiac Involvement in a Large Family: The Exception That Proves the Rule.,Neurology. Genetics,2024,1,,10.1212/nxg.0000000000200185,39376211.0,PMC11458131,Y,['titin_general'],10.1212/nxg.0000000000200185,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin-Truncating variants predispose to dilated cardiomyopathy in populations genetically similar to african and european reference populations.,PLoS genetics,2025,1,,10.1371/journal.pgen.1011727,40512817.0,PMC12237270,Y,['titin_general'],10.1371/journal.pgen.1011727,False,False,False,False,False,False,False,False,False,True,True,False,True
Comment on Tanabe et al. Prediction of Sarcopenia Onset in Type 2 Diabetes Using Urinary Titin Levels: A Japanese Prospective Cohort Study. Diabetes Care 2025;48:1844-1849.,Diabetes care,2026,1,,10.2337/dc25-2151,41418026.0,,N,['titin_general'],10.2337/dc25-2151,False,False,False,False,False,False,False,False,False,False,False,False,False
Translating myosin-binding protein C and titin abnormalities to whole-heart function using a novel calcium-contraction coupling model.,Journal of molecular and cellular cardiology,2024,1,,10.1016/j.yjmcc.2024.03.001,38462126.0,,N,['titin_general'],10.1016/j.yjmcc.2024.03.001,False,False,False,False,True,False,True,False,False,True,True,False,False
TITINdb2-expanding annotation and structural information for protein variants in the giant sarcomeric protein titin.,Bioinformatics advances,2025,1,,10.1093/bioadv/vbaf062,40270927.0,PMC12017618,Y,['titin_general'],10.1093/bioadv/vbaf062,False,False,False,False,False,False,False,False,False,False,True,False,False
"Letter by Finsterer and Zarrouk-Mahjoub Regarding Article, ""Combination of Whole Genome Sequencing, Linkage, and Functional Studies Implicates a Missense Mutation in Titin as a Cause of Autosomal Dominant Cardiomyopathy With Features of Left Ventricular Noncompaction"".",Circulation. Cardiovascular genetics,2016,1,,10.1161/circgenetics.116.001630,27998947.0,,N,['titin_general'],10.1161/circgenetics.116.001630,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin Forms Circles: Regulation by Heart Failure and the RNA-Binding Protein RBM20.,Circulation research,2016,1,,10.1161/circresaha.116.309795,27737936.0,,N,['titin_general'],10.1161/circresaha.116.309795,False,False,False,False,False,False,False,False,False,True,False,False,True
Prediction of Sarcopenia Onset in Type 2 Diabetes Using Urinary Titin Levels: A Japanese Prospective Cohort Study.,Diabetes care,2025,1,,10.2337/dc25-1067,40854208.0,,N,['titin_general'],10.2337/dc25-1067,False,False,False,False,False,False,False,False,False,False,False,False,False
"Impact of Nutritional Status of Patients with Head and Neck Squamous Cell Carcinoma on the Expression Profile of Ghrelin, Irisin, and Titin.",Cancers,2024,1,,10.3390/cancers16020437,38275878.0,PMC10814803,Y,['titin_general'],10.3390/cancers16020437,False,False,False,False,False,False,False,False,False,False,False,False,False
Inhibition of Histone Deacetylase 1 Prevents the Decrease in Titin (Connectin) Content and Development of Atrophy in Rat m. soleus after 3-Day Hindlimb Unloading.,Bulletin of experimental biology and medicine,2020,1,,10.1007/s10517-020-04907-5,32889570.0,,N,['titin_general'],10.1007/s10517-020-04907-5,False,False,False,False,False,False,False,False,False,False,False,False,True
Detection of Titin-Associated Electrocardiography Features in Dilated Cardiomyopathy Using Conventional and Deep Neural Network Analysis.,JACC. Clinical electrophysiology,2026,1,,10.1016/j.jacep.2025.10.006,41288540.0,,N,['titin_general'],10.1016/j.jacep.2025.10.006,False,False,False,False,False,False,False,False,False,True,True,False,False
Molecular identifiers of the evolutionarily conserved titin pseudokinase.,The Biochemical journal,2026,1,,10.1042/bcj20253442,41428768.0,PMC12862963,Y,['titin_general'],10.1042/bcj20253442,False,True,False,False,False,False,False,True,True,False,False,False,True
Cardiac MRI as an Imaging Tool in Titin Variant-Related Dilated Cardiomyopathy.,Cardiovascular revascularization medicine : including molecular interventions,2023,1,,10.1016/j.carrev.2023.03.001,36934006.0,,N,['titin_general'],10.1016/j.carrev.2023.03.001,False,False,False,False,False,False,False,False,False,True,True,False,False
Generation of four distinct isogenic cell lines with truncating variants in I-band or A-band titin.,Stem cell research,2024,1,,10.1016/j.scr.2024.103536,39167847.0,PMC11649528,Y,['titin_general'],10.1016/j.scr.2024.103536,False,False,False,False,False,False,False,False,False,True,True,False,False
Severe cardiac conduction disease associated with titin gene mutation.,Pacing and clinical electrophysiology : PACE,2024,1,,10.1111/pace.14726,37221934.0,,N,['titin_general'],10.1111/pace.14726,False,False,False,False,False,False,False,False,False,False,False,False,False
Diversification of Morphological Features of the Dark European Honey Bee of the 'Augustow M' Line.,Animals : an open access journal from MDPI,2021,1,,10.3390/ani11041156,33920711.0,PMC8074245,Y,['mband'],10.3390/ani11041156,False,False,False,False,False,False,False,False,False,False,False,False,False
Coagulopathy correlates with muscle titin injury in critically ill patients.,Journal of critical care,2023,1,,10.1016/j.jcrc.2022.154234,36565648.0,,N,['titin_general'],10.1016/j.jcrc.2022.154234,False,False,False,False,False,False,False,False,False,False,False,False,False
Aortic stenosis and aortic regurgitation express different titin isoforms: Differences and relationships with functional and geometric characteristics.,International journal of cardiology,2018,1,,10.1016/j.ijcard.2018.01.136,29472025.0,,N,['titin_general'],10.1016/j.ijcard.2018.01.136,False,False,False,False,False,False,False,False,True,False,False,False,True
The Missing M Band: Is it Really Non Secretory Multiple Myeloma?,EJIFCC,2025,1,,,40061068.0,PMC11886629,Y,['mband'],pmid:40061068,False,False,False,False,False,False,False,False,False,False,False,False,False
Cartilaginous fish and mammalian connectin evolved independently from an ancestral bony fish-like structure.,Scientific reports,2025,1,,10.1038/s41598-025-10916-z,40634566.0,PMC12241362,Y,['titin_general'],10.1038/s41598-025-10916-z,False,True,True,True,False,False,False,False,True,False,False,False,True
"[A case of non-thymomatous refractory anti-AChR, Kv1.4 and titin antibodies positive generalized myasthenia gravis successfully treated by extended thymectomy].",Rinsho shinkeigaku = Clinical neurology,2023,1,,10.5692/clinicalneurol.cn-001813,36725010.0,,N,['titin_general'],10.5692/clinicalneurol.cn-001813,False,False,False,False,False,False,False,False,False,False,False,False,False
The challenge of assessing variant pathogenicity in candidate Z-disc genes: The example of TCAP in hypertrophic cardiomyopathy.,Revista portuguesa de cardiologia,2020,1,,10.1016/j.repc.2020.06.001,32654878.0,,N,['zdisc'],10.1016/j.repc.2020.06.001,False,False,True,False,False,False,False,False,False,True,True,False,False
Structural diversity in the atomic resolution 3D fingerprint of the titin M-band segment.,PloS one,2019,1,,10.1371/journal.pone.0226693,31856237.0,PMC6922384,Y,"['mband', 'titin_general']",10.1371/journal.pone.0226693,True,False,False,True,False,False,False,False,False,False,False,False,False
Using VISAR to assess the M-band isotropy in hohlraums.,The Review of scientific instruments,2016,1,,10.1063/1.4962869,27910498.0,,N,['mband'],10.1063/1.4962869,False,False,False,True,False,False,False,False,False,False,False,False,False
"""M"" line: New anatomical landmark for the maxillary sinus natural ostium.",Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery,2020,1,,10.1111/coa.13456,31574207.0,,N,['mband'],10.1111/coa.13456,False,False,False,False,False,False,False,True,False,False,False,False,False
Measurement of P2 M-band flux asymmetry in indirect-drive hohlraum on Shenguang-III prototype laser facility.,The Review of scientific instruments,2019,1,,10.1063/1.5063306,31042996.0,,N,['mband'],10.1063/1.5063306,False,False,False,True,False,False,False,True,False,False,False,False,False
Understanding Titin Variants in the Age of Next-Generation Sequencing-A Titanic Challenge.,JAMA neurology,2018,1,,10.1001/jamaneurol.2017.3068,29435554.0,,N,['titin_general'],10.1001/jamaneurol.2017.3068,False,False,False,False,False,False,False,False,False,False,False,False,False
Analysis of dual tree M-band wavelet transform based features for brain image classification.,Magnetic resonance in medicine,2018,1,,10.1002/mrm.27210,29707806.0,,N,['mband'],10.1002/mrm.27210,False,False,False,True,False,False,False,False,False,False,False,False,False
"Myopathy or Myasthenia Positive for Antibodies Against MuSK, Lrp4, and Titin.","Internal medicine (Tokyo, Japan)",2021,1,,10.2169/internalmedicine.6180-20,33281162.0,PMC8170243,Y,['titin_general'],10.2169/internalmedicine.6180-20,False,False,False,False,False,False,False,False,False,False,True,False,False
Stretching single titin molecules from failing human hearts reveals titin's role in blunting cardiac kinetic reserve.,Cardiovascular research,2020,1,,10.1093/cvr/cvz043,30778519.0,PMC6918063,N,['titin_general'],10.1093/cvr/cvz043,True,False,False,False,False,False,True,False,False,True,False,False,False
"Letter by Abu Daya et al Regarding Article, ""Myocardial Stiffness in Patients With Heart Failure and a Preserved Ejection Fraction, Contributions of Collagen and Titin"".",Circulation,2015,1,,10.1161/circulationaha.115.017796,26596981.0,,N,"['titin_general', 'titin_mechanics']",10.1161/circulationaha.115.017796,False,False,False,False,False,False,False,False,False,True,False,False,False
Active muscle stiffness is reduced during rapid unloading in muscles from TtnΔ112-158 mice with a large deletion to PEVK titin.,The Journal of experimental biology,2022,1,,10.1242/jeb.243584,35875854.0,,N,"['titin_general', 'titin_mechanics']",10.1242/jeb.243584,False,True,False,False,False,False,False,False,False,False,False,False,False
Special issue on titin and its binding proteins in striated muscle.,Biophysical reviews,2017,1,,10.1007/s12551-017-0270-x,28585069.0,PMC5498332,N,['titin_general'],10.1007/s12551-017-0270-x,False,False,False,False,False,False,False,False,False,False,False,False,False
"Truncating titin variants in dilated cardiomyopathy: not only LVEF recovery, but also maintenance.",Revista espanola de cardiologia (English ed.),2020,1,,10.1016/j.rec.2019.12.005,32035810.0,,N,['titin_general'],10.1016/j.rec.2019.12.005,False,False,False,False,False,False,False,False,False,True,True,False,False
The power of the force: mechano-physiology of the giant titin.,Emerging topics in life sciences,2018,1,,10.1042/etls20180046,33530662.0,,N,['titin_general'],10.1042/etls20180046,False,False,True,True,False,True,False,False,False,False,False,False,False
[The Structural Features of Skeletal Muscle Titin Aggregates].,Molekuliarnaia biologiia,2024,1,,10.31857/s0026898424020143,39355888.0,,N,"['titin_general', 'titin_structure_domain']",10.31857/s0026898424020143,False,False,False,False,False,False,False,True,False,False,False,False,False
Interaction of chloramphenicol with titin I27 probed using single-molecule force spectroscopy.,Journal of biological physics,2021,1,,10.1007/s10867-021-09573-w,34075502.0,PMC8184918,N,['titin_general'],10.1007/s10867-021-09573-w,False,True,False,False,False,False,False,False,False,False,False,False,False
Urinary titin represents an exciting biomarker for assessment of muscle health.,Journal of muscle research and cell motility,2025,1,,10.1007/s10974-025-09710-1,41148436.0,PMC12717151,Y,['titin_general'],10.1007/s10974-025-09710-1,False,False,False,False,False,False,True,False,False,False,True,False,False
Disclosing an In-Frame Deletion of the Titin Gene as the Possible Predisposing Factor of Anthracycline-Induced Cardiomyopathy: A Case Report.,International journal of molecular sciences,2022,1,,10.3390/ijms23169261,36012532.0,PMC9408849,Y,['titin_general'],10.3390/ijms23169261,False,False,False,False,False,False,False,False,False,True,True,False,False
Acute Sarcomeric M-Line Disease Associated With ATP Synthase Subunit α Autoantibodies in Ankylosing Spondylitis.,Journal of neuropathology and experimental neurology,2018,1,,10.1093/jnen/nly079,30215745.0,,N,['mband'],10.1093/jnen/nly079,False,False,False,True,True,False,False,False,False,False,True,False,False
M-line spectroscopy on mid-infrared Si photonic crystals for fluid sensing and chemical imaging.,Optics express,2016,1,,10.1364/oe.24.000262,26832257.0,,N,['mband'],10.1364/oe.24.000262,False,False,False,True,False,False,False,True,False,False,False,False,False
"Titin UN2A Acts as a Stable, Non-Polymorphic Scaffold in its Binding to CARP.",Chembiochem : a European journal of chemical biology,2023,1,,10.1002/cbic.202300408,37503755.0,,N,"['titin_general', 'titin_structure_domain']",10.1002/cbic.202300408,True,False,False,False,False,False,False,False,True,False,False,False,False
Study of the complement activation by amyloid aggregates of smooth muscle titin <i>in vitro</i>.,Journal of immunoassay & immunochemistry,2020,1,,10.1080/15321819.2019.1694943,31744373.0,,N,['titin_general'],10.1080/15321819.2019.1694943,False,False,False,False,False,False,False,False,False,False,False,False,False
A titin missense variant drives atrial electrical remodeling and is associated with atrial fibrillation.,eLife,2026,1,,10.7554/elife.104719,41569083.0,PMC12826672,Y,['titin_general'],10.7554/elife.104719,False,False,False,False,False,False,False,False,True,True,True,False,False
Single M-Line Is as Reliable as Multiple M-Line Ultrasound for Carotid Artery Screening.,Frontiers in physiology,2021,1,,10.3389/fphys.2021.787083,34987417.0,PMC8721102,Y,['mband'],10.3389/fphys.2021.787083,False,False,False,True,False,False,False,False,False,False,False,False,False
A Rare &lt;i&gt;Titin&lt;/i&gt; Gene Mutation Causing Hypertrophic Cardiomyopathy in an Omani Individual.,Sultan Qaboos University medical journal,2025,0,,10.18295/2075-0528.2935,41425840.0,PMC12716340,Y,['titin_general'],10.18295/2075-0528.2935,False,False,False,False,False,False,False,False,False,True,True,False,False
Autoimmune Encephalitis Associated with Anti-titin Antibodies following Immune Checkpoint Inhibitor Therapy: A Case Report.,"Internal medicine (Tokyo, Japan)",2026,0,,10.2169/internalmedicine.6802-25,41987399.0,,N,['titin_general'],10.2169/internalmedicine.6802-25,False,False,False,False,False,False,False,False,False,False,False,False,False
Urinary titin as a potential biomarker of sarcopenia and its association with postoperative complications in colorectal cancer patients.,Revista espanola de enfermedades digestivas,2026,0,,10.17235/reed.2026.11717/2025,41569140.0,,N,['titin_general'],10.17235/reed.2026.11717/2025,False,False,False,False,False,False,False,False,False,False,False,False,False
Genotype-phenotype correlations in patients with pathogenic/likely pathogenic titin variants from the Swiss Arrhythmogenic Cardiomyopathy Registry.,Open heart,2026,0,,10.1136/openhrt-2025-003750,41916669.0,PMC13052549,Y,['titin_general'],10.1136/openhrt-2025-003750,False,False,False,False,False,False,False,False,False,True,True,False,False
Clinical characteristics of myasthenia gravis patients with coexistence of AChR and titin antibodies.,Frontiers in neurology,2025,0,,10.3389/fneur.2025.1679404,41393996.0,PMC12698476,Y,['titin_general'],10.3389/fneur.2025.1679404,False,False,False,False,False,False,False,False,False,False,False,False,False
M-band wavelet-based multi-view clustering of cells.,PLoS computational biology,2025,0,,10.1371/journal.pcbi.1013060,40408513.0,PMC12143518,Y,['mband'],10.1371/journal.pcbi.1013060,False,False,False,True,False,False,False,False,False,False,False,False,False
The Diagnostic Potential of Urinary Titin Fragment in Neuromuscular Diseases.,International journal of molecular sciences,2025,0,,10.3390/ijms26199652,41096917.0,PMC12524967,Y,['titin_general'],10.3390/ijms26199652,False,False,False,False,False,False,False,False,False,True,True,False,False
Unravelling the hidden complexity of titin splicing variants.,Cardiovascular research,2025,0,,10.1093/cvr/cvaf151,40858304.0,,N,['titin_general'],10.1093/cvr/cvaf151,False,False,False,False,False,False,False,False,False,False,False,False,True
Clinical Factors Associated with Postnatal Urinary Titin N-Fragment in Neonates.,Clinical laboratory,2026,0,,10.7754/clin.lab.2025.250509,41543093.0,,N,['titin_general'],10.7754/clin.lab.2025.250509,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiple comprehensive analyses identify that upregulation of Myomesin 2 suppresses cardiomyocyte proliferation.,Biochemical and biophysical research communications,2026,0,,10.1016/j.bbrc.2026.154068,42241973.0,,N,['mband'],10.1016/j.bbrc.2026.154068,False,False,False,True,False,False,False,False,False,False,False,False,False
FHOD3 deficiency disrupts sarcomere organization and activates caMKII signaling in human stem cell-derived cardiomyocytes.,Stem cell research & therapy,2026,0,,10.1186/s13287-026-04902-z,41540467.0,PMC12892442,Y,['sarcomere_architecture'],10.1186/s13287-026-04902-z,False,False,False,False,False,False,True,False,False,True,True,True,False
Myosin light chain kinase 2 and Myomesin 2 are related to the stiffness of vocal fold lamina propria in aging rats and humans.,Biogerontology,2025,0,,10.1007/s10522-025-10344-6,41251884.0,,N,['mband'],10.1007/s10522-025-10344-6,False,False,False,True,False,False,False,False,False,False,False,False,False
SarcGraph for High-Throughput Regional Analysis of Sarcomere Organization and Contractile Function in 2D Cardiac Muscle Bundles.,microPublication biology,2025,0,,10.17912/micropub.biology.001937,41523749.0,PMC12784218,Y,['sarcomere_architecture'],10.17912/micropub.biology.001937,False,False,False,False,False,False,False,False,False,False,False,False,False
Ligand-binding alters the mechanical stability of muscle protein titin domains.,Journal of biomolecular structure & dynamics,2020,0,,10.1080/07391102.2019.1688686,31684826.0,,N,['titin_general'],10.1080/07391102.2019.1688686,False,False,False,False,False,False,False,False,False,False,False,False,False
A low-cost 2-D sarcomere model to demonstrate titin-related mechanisms for force production.,Advances in physiology education,2024,0,,10.1152/advan.00090.2023,38059284.0,,N,['titin_general'],10.1152/advan.00090.2023,False,True,False,False,False,True,False,False,False,False,False,False,False
Postpartum cardiogenic shock with rapid recovery in a Titin gene variant: The role of genetic predisposition in peripartum cardiomyopathy.,Obstetric medicine,2025,0,,10.1177/1753495x231214379,40322672.0,,N,['titin_general'],10.1177/1753495x231214379,False,False,False,False,False,False,False,False,False,True,True,False,False
"Investigation of Structural Peculiarities of Smooth Muscle Titin Aggregates, Formed under Different In Vitro Conditions, by Small-Angle X-Ray Scattering and Fourier Transform Infrared Spectroscopy.",Bulletin of experimental biology and medicine,2024,0,,10.1007/s10517-024-06207-8,39264560.0,,N,['titin_general'],10.1007/s10517-024-06207-8,False,False,False,False,False,False,False,True,False,False,False,False,False
Orbital Extraocular Muscles' Paralysis Associated With Anti-titin Antibodies: A Case Report.,Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society,2024,0,,10.1097/wno.0000000000001825,38741251.0,,N,['titin_general'],10.1097/wno.0000000000001825,False,False,False,False,False,False,False,False,False,False,False,False,False
Kennedy's disease presented with mastication fatigue combined with positive titin antibody: a case report.,BMC neurology,2022,0,,10.1186/s12883-022-02971-0,36376797.0,PMC9661787,Y,['titin_general'],10.1186/s12883-022-02971-0,False,False,False,False,False,False,False,False,False,False,False,False,False
Inhibition of Histone Deacetylases 4 and 5 Reduces Titin Proteolysis and Prevents Reduction of TTN Gene Expression in Atrophied Rat Soleus Muscle after Seven-Day Hindlimb Unloading.,Doklady. Biochemistry and biophysics,2020,0,,10.1134/s1607672920060058,33368047.0,,N,['titin_general'],10.1134/s1607672920060058,False,False,False,False,False,False,False,False,False,False,False,False,False
[Differences in Titin and Nebulin Gene Expression in Skeletal Muscles of Rats Chronically Alcoholized by Different Methods].,Molekuliarnaia biologiia,2019,0,,10.1134/s0026898419010038,30895954.0,,N,['titin_general'],10.1134/s0026898419010038,False,False,False,False,False,False,False,False,False,False,False,True,False
[A case of anti-acetylcholine receptor antibody-positive ocular myasthenia gravis with anti-titin antibody and anti-Kv1.4 antibody positive inflammatory myopathy].,Rinsho shinkeigaku = Clinical neurology,2023,0,,10.5692/clinicalneurol.cn-001908,37989286.0,,N,['titin_general'],10.5692/clinicalneurol.cn-001908,False,False,False,False,False,False,False,False,False,False,True,False,False
"Relationships between Changes in Muscle Shear Modulus, Urinary Titin N- Terminal Fragment, and Maximum Voluntary Contraction Torque after Eccentric Exercise of the Elbow Flexors.",Journal of sports science & medicine,2023,0,,10.52082/jssm.2024.797,38045754.0,PMC10690499,N,['titin_general'],10.52082/jssm.2024.797,False,False,False,False,False,False,False,False,False,False,False,False,False
Successful heart transplant for Titin-related cardiomyopathy with skeletal myopathy: The tip of the iceberg.,Pediatric transplantation,2024,0,,10.1111/petr.14650,37975150.0,,N,['titin_general'],10.1111/petr.14650,False,False,False,False,False,False,False,False,False,True,True,False,False
Can urinary titin be used for predicting Duchenne muscular dystrophy?,Clinica chimica acta; international journal of clinical chemistry,2019,0,,10.1016/j.cca.2018.10.046,30391395.0,,N,['titin_general'],10.1016/j.cca.2018.10.046,False,False,False,False,False,False,False,False,False,False,True,False,False
The sodium/ascorbic acid co-transporter SVCT2 distributes in a striated membrane-enriched domain at the M-band level in slow-twitch skeletal muscle fibers.,Biological research,2024,0,,10.1186/s40659-024-00554-6,39506870.0,PMC11542426,Y,['mband'],10.1186/s40659-024-00554-6,False,False,False,True,False,False,False,False,False,False,False,False,False
Correction to: Cronos Titin is Expressed in Human Cardiomyocytes and Necessary for Normal Sarcomere Function.,Circulation,2020,0,,10.1161/cir.0000000000000760,32091924.0,,N,['titin_general'],10.1161/cir.0000000000000760,False,False,False,False,False,False,False,False,False,False,False,False,False
<sup>Limbic encephalitis and subclinical hashimoto's disease associated with anti-GAD and anti-titin antibodies in a case of prostate cancer</sup>.,Acta neurologica Belgica,2022,0,,10.1007/s13760-021-01747-6,34264512.0,,N,['titin_general'],10.1007/s13760-021-01747-6,False,False,False,False,False,False,False,False,False,False,False,False,False
